"score","coverage","variants","original_variants","format","original_build","action"
"PGS003209","1","328671","328671","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003210","1","40992","40992","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003211","1","39223","39223","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003212","1","7601206","7601206","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003213","1","1111194","1111194","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003214","1","5812","5812","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003215","1","1209","1209","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003216","1","688","688","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003217","1","46","46","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003218","1","12097","12097","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003219","1","443281","443281","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003220","1","2439","2439","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003221","1","2491","2491","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003222","1","4656243","4656243","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003223","1","1117334","1117334","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003224","1","456946","456946","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003225","1","2092","2092","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003226","1","2127","2127","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003227","1","4728961","4728961","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003228","1","1118118","1118118","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003229","1","557260","557260","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003230","1","11173","11173","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003231","1","19491","19491","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003232","1","7062258","7062258","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003233","1","1113832","1113832","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003234","1","530378","530378","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003235","1","10760","10760","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003236","1","19006","19006","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003237","1","7021804","7021804","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003238","1","1113832","1113832","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003239","1","828634","828634","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003240","1","19120","19120","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003241","1","29361","29361","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003242","1","7451744","7451744","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003243","1","1113831","1113831","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003244","1","638561","638561","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003245","1","3503","3503","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003246","1","6012","6012","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003247","1","7451626","7451626","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003248","1","1113831","1113831","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003249","1","202159","202159","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003250","1","108","108","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003251","1","108","108","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003252","1","59729","59729","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003253","1","1109085","1109085","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003254","1","2986","2986","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003255","1","352","352","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003256","1","641","641","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003257","1","3145","3145","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003258","1","16682","16682","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003259","1","87064","87064","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003260","1","234","234","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003261","1","234","234","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003262","1","1005540","1005540","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003263","1","932548","932548","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003264","1","214280","214280","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003265","1","176","176","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003266","1","176","176","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003267","1","22376","22376","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003268","1","1109812","1109812","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003269","1","2989","2989","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003270","1","314","314","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003271","1","600","600","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003272","1","2305","2305","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003273","1","16686","16686","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003274","1","87693","87693","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003275","1","458","458","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003276","1","458","458","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003277","1","963494","963494","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003278","1","932878","932878","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003279","1","879560","879560","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003280","1","346","346","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003281","1","415","415","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003282","1","7451904","7451904","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003283","1","1113831","1113831","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003284","1","735756","735756","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003285","1","931","931","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003286","1","1057","1057","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003287","1","7451726","7451726","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003288","1","1113831","1113831","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003289","1","162595","162595","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003290","1","48","48","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003291","1","49","49","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003292","1","88980","88980","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
"PGS003293","1","1114109","1114109","PGS-Catalog v2 (COORDINATES)","hg19","NONE"
